track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,num_followers
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,604,6,125917280.0,22,101,0.0,0,66.0,140,3.0,1,66,43,76,49,0,12,3,Spring,7662966.0
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,1190,0,105062254.0,29,3,18.0,0,19.0,137,1.0,1,84,44,67,8,0,11,6,Winter,12484102.0
Everything I Love,Morgan Wallen,1,579,0,95623148.0,11,54,0.0,0,103.0,104,8.0,0,56,72,85,0,0,15,3,Winter,7662966.0
Heaven,Niall Horan,1,1553,2,144584800.0,61,6,48.0,0,150.0,92,5.0,0,57,68,76,7,0,33,3,Winter,9851902.0
LET GO,Central Cee,1,2301,20,298063749.0,49,23,110.0,0,8.0,146,2.0,1,74,51,45,86,0,21,38,Winter,4331047.0
Sial,Mahalini,1,134,4,166570053.0,4,6,0.0,0,23.0,120,2.0,0,56,20,43,89,0,12,4,Winter,9726312.0
I Wrote The Book,Morgan Wallen,1,430,0,83021468.0,15,17,0.0,0,0.0,144,2.0,0,68,83,81,9,0,8,4,Winter,7662966.0
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,86,0,139836056.0,11,101,0.0,0,48.0,94,9.0,0,59,44,56,80,0,6,3,Fall,2.0
SPIT IN MY FACE!,ThxSoMch,1,629,14,303216294.0,32,3,9.0,0,0.0,94,8.0,0,73,65,79,5,2,11,6,Fall,305344.0
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,1701,15,221409663.0,30,15,34.0,2,47.0,113,7.0,1,79,66,74,8,0,11,5,Winter,12484102.0
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,329,0,58890931.0,14,35,1.0,0,0.0,148,4.0,0,50,49,76,12,0,12,3,Spring,12484102.0
Red Ruby Da Sleeze,Nicki Minaj,1,1168,0,81419389.0,45,11,20.0,0,21.0,98,1.0,0,70,29,73,12,0,11,26,Spring,30067970.0
Kahani Suno 2.0,Kaifi Khalil,1,162,6,156777415.0,1,10,1.0,0,1.0,140,11.0,0,58,26,38,91,0,10,4,Spring,593423.0
Nobody Gets Me,SZA,1,2536,6,284908316.0,59,100,58.0,13,2.0,100,7.0,0,36,28,28,81,0,18,3,Winter,15736279.0
PERO Tï¿½,"Karol G, Quevedo",2,387,11,93438910.0,11,15,14.0,3,1.0,140,6.0,0,86,68,79,39,0,11,29,Winter,12484102.0
Hype Boy,NewJeans,1,892,17,363472647.0,20,119,12.0,2,7.0,100,4.0,1,59,78,94,27,0,29,23,Summer,6097299.0
Bloody Mary,Lady Gaga,1,3909,0,372476382.0,66,26,277.0,3,734.0,100,9.0,1,59,49,65,2,0,13,3,Winter,28473307.0
Monotonï¿½,"Ozuna, Shakira",2,3645,15,380726517.0,118,34,150.0,4,19.0,132,-1.0,1,87,82,70,42,0,21,5,Fall,12484102.0
ï¿½ï¿½ï¿½98 Braves,Morgan Wallen,1,282,0,56533272.0,6,15,0.0,0,0.0,142,2.0,0,49,48,67,10,0,26,3,Spring,7662966.0
WANDA,Quevedo,1,888,22,175399345.0,11,24,7.0,1,7.0,176,4.0,1,72,96,63,25,0,21,7,Winter,3298643.0
Thought You Should Know,Morgan Wallen,1,968,4,203221468.0,16,53,1.0,0,61.0,140,6.0,0,53,51,70,49,0,14,3,Spring,7662966.0
In The End,Linkin Park,1,25065,6,1624165576.0,63,0,,2,0.0,105,3.0,1,55,40,90,1,0,32,6,Fall,24725885.0
Zona De Perigo,Leo Santana,1,531,4,134294498.0,20,1,71.0,2,0.0,135,5.0,0,81,97,77,75,0,35,3,Winter,2106753.0
Lovezinho,Treyce,1,242,0,70069745.0,12,2,13.0,0,4.0,128,4.0,1,82,61,59,30,0,12,4,Summer,27257.0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,5281,14,609293408.0,94,21,80.0,15,38.0,101,5.0,0,74,43,69,12,0,12,7,Summer,12484102.0
Neverita,Bad Bunny,1,2590,30,671365962.0,20,64,35.0,6,0.0,122,10.0,0,88,43,50,7,0,14,5,Spring,76681922.0
Vista Al Mar,Quevedo,1,1769,34,362361576.0,16,19,21.0,3,4.0,105,-1.0,1,76,49,56,80,12,10,13,Fall,3298643.0
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,454,4,93587665.0,6,1,21.0,0,1.0,83,1.0,0,53,40,36,73,0,11,33,Winter,12484102.0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,6180,7,1223481149.0,122,88,580.0,21,10.0,77,11.0,1,72,59,76,24,0,42,28,Fall,12484102.0
Revenge,XXXTENTACION,1,3600,11,1022258230.0,7,0,203.0,0,2.0,140,11.0,1,75,18,25,78,0,11,26,Summer,43540274.0
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,1254,6,263453310.0,26,69,73.0,2,6.0,158,1.0,0,65,72,95,31,0,92,5,Fall,12484102.0
LA CANCIï¿½,"J Balvin, Bad Bunny",2,6398,31,1435127549.0,177,109,305.0,3,5.0,176,7.0,0,75,43,65,15,0,11,32,Summer,12484102.0
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,660,15,236857112.0,19,59,18.0,5,52.0,98,11.0,0,73,88,57,56,0,5,2,Fall,12484102.0
Love Again,The Kid Laroi,1,1283,0,147538971.0,57,4,48.0,0,0.0,107,11.0,1,66,47,40,72,0,11,3,Winter,4885642.0
After Hours,The Weeknd,1,8084,6,698086140.0,45,115,218.0,1,221.0,109,5.0,1,66,16,57,10,1,12,3,Winter,74524232.0
About Damn Time,Lizzo,1,2332,2,723894473.0,0,0,25.0,0,0.0,109,10.0,1,84,72,74,10,0,34,7,Summer,5670495.0
Born With A Beer In My Hand,Morgan Wallen,1,203,0,34450974.0,5,9,0.0,0,0.0,148,-1.0,0,53,61,81,5,0,36,4,Spring,7662966.0
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Fujii Kaze,1,685,14,403097450.0,24,94,9.0,0,23.0,158,6.0,1,60,52,76,17,0,19,5,Spring,2764181.0
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2460,13,309483971.0,53,7,56.0,3,1.0,94,5.0,1,74,64,73,6,0,10,6,Fall,12484102.0
Maan Meri Jaan,King,1,288,6,319566866.0,11,80,1.0,0,8.0,96,6.0,1,70,40,51,35,0,10,4,Fall,3499748.0
Moscow Mule,Bad Bunny,1,4572,33,909001996.0,74,113,85.0,9,2.0,100,5.0,1,80,29,67,29,0,12,3,Spring,76681922.0
My Universe,"Coldplay, BTS",2,6127,13,1061966512.0,0,0,0.0,0,0.0,105,9.0,0,58,42,68,1,0,14,4,Fall,12484102.0
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,166,0,32526947.0,2,10,0.0,0,0.0,125,-1.0,0,53,32,66,38,0,9,3,Spring,7662966.0
LLYLM,ROSALï¿½,1,1838,0,124988687.0,105,41,114.0,1,59.0,170,6.0,1,56,56,63,13,0,19,27,Winter,12484102.0
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,1890,0,103787664.0,86,1,49.0,0,9.0,115,-1.0,0,70,84,90,17,0,41,6,Winter,12484102.0
TRUSTFALL,P!nk,1,2098,16,134255790.0,88,24,101.0,7,451.0,122,8.0,0,64,25,89,0,0,15,9,Winter,16080269.0
ANTIFRAGILE,LE SSERAFIM,1,761,12,301051721.0,23,95,11.0,0,3.0,105,10.0,1,88,82,80,8,0,11,8,Fall,3491168.0
Boy's a liar,PinkPantheress,1,1225,0,156338624.0,27,0,28.0,13,0.0,133,5.0,0,66,74,84,25,0,21,4,Fall,2595640.0
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,415,2,152850295.0,15,40,21.0,1,15.0,100,-1.0,0,79,60,68,7,0,26,4,Winter,12484102.0
Shirt,SZA,1,3469,0,309653982.0,71,95,31.0,0,2.0,120,3.0,1,82,55,45,15,3,9,10,Fall,15736279.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,3311,0,297328960.0,129,31,212.0,1,41.0,177,9.0,0,25,17,30,90,0,13,3,Fall,58535712.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2616,0,332506354.0,113,17,208.0,0,192.0,142,2.0,1,64,31,72,15,0,9,5,Fall,12484102.0
"Sex, Drugs, Etc.",Beach Weather,1,3006,16,480507035.0,47,60,87.0,12,124.0,144,4.0,1,57,47,84,1,1,52,4,Fall,483892.0
Boy With Luv (feat. Halsey),"Halsey, BTS",2,4260,0,1065580332.0,113,92,259.0,0,1.0,120,11.0,1,65,80,86,9,0,19,10,Spring,12484102.0
"Hey, Mickey!",Baby Tate,1,482,0,122763672.0,9,1,12.0,4,3.0,135,2.0,0,92,73,51,55,0,15,6,Fall,395760.0
Calm Down,Rï¿½ï¿½,1,4013,10,445763624.0,107,44,750.0,22,-1.0,107,11.0,0,81,82,78,38,0,12,4,Winter,1.0
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,138,4,1365184.0,13,78,2.0,0,0.0,105,7.0,0,82,62,74,10,0,33,7,Winter,12484102.0
Escapism. - Sped Up,"RAYE, 070 Shake",2,1368,0,184308753.0,12,1,11.0,0,8.0,108,6.0,1,44,38,77,9,0,9,20,Fall,12484102.0
Space Song,Beach House,1,17852,4,789753877.0,69,76,335.0,0,-1.0,147,-1.0,1,51,62,79,22,13,14,3,Winter,1989462.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,889,20,323358833.0,11,78,35.0,0,21.0,115,-1.0,0,71,34,88,16,0,44,4,Fall,12484102.0
Te Felicito,"Shakira, Rauw Alejandro",2,4796,9,606361689.0,124,66,212.0,13,1.0,174,5.0,0,70,57,64,23,0,8,32,Spring,12484102.0
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,658,6,120972253.0,33,7,53.0,2,0.0,90,10.0,1,68,83,71,3,0,31,8,Winter,12484102.0
TV,Billie Eilish,1,3009,2,338564981.0,68,89,65.0,0,25.0,141,4.0,1,41,9,25,84,1,14,4,Summer,88802485.0
I'm Not The Only One,Sam Smith,1,17492,3,1606986953.0,136,24,,0,30.0,82,5.0,0,68,50,49,56,0,8,4,Winter,23350179.0
Heather,Conan Gray,1,6170,7,1301799902.0,82,1,231.0,0,2.0,92,5.0,0,47,25,43,62,0,32,3,Spring,8631195.0
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,130,4,140187018.0,21,79,2.0,0,0.0,116,8.0,1,77,65,80,6,0,15,4,Winter,12484102.0
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,27705,10,1897517891.0,537,122,,6,-1.0,124,9.0,1,79,59,86,4,0,8,11,Summer,12484102.0
Sugar Rush Ride,TOMORROW X TOGETHER,1,359,0,107642809.0,12,56,13.0,0,13.0,125,10.0,1,71,83,89,1,0,17,9,Winter,9023605.0
Pink Venom,BLACKPINK,1,1963,16,551305895.0,57,119,77.0,1,13.0,90,-1.0,0,80,71,69,2,0,27,10,Summer,46866673.0
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,5491,14,556585270.0,128,84,75.0,0,35.0,83,1.0,0,46,34,64,31,0,7,34,Spring,12484102.0
Don't Start Now,Dua Lipa,1,27119,0,2303033973.0,532,77,,3,8.0,124,11.0,1,79,68,79,1,0,10,8,Fall,42138142.0
After Dark,Mr.Kitty,1,1776,14,646886885.0,1,9,3.0,0,0.0,140,8.0,0,58,4,60,7,41,8,3,Summer,636893.0
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,1473,4,222612678.0,27,64,66.0,1,4.0,154,-1.0,0,64,61,91,15,0,72,4,Fall,12484102.0
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,13315,0,1814349763.0,300,47,690.0,0,-1.0,150,3.0,1,74,89,70,2,0,5,6,Summer,12484102.0
MIDDLE OF THE NIGHT,Elley Duhï¿½,1,4057,8,872137015.0,78,21,240.0,1,52.0,186,4.0,1,41,9,61,2,0,12,5,Winter,12484102.0
Atlantis,Seafret,1,3045,6,571386359.0,43,53,134.0,1,32.0,166,8.0,1,40,23,48,5,0,12,3,Spring,897012.0
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,3006,12,304079786.0,54,32,66.0,2,0.0,107,-1.0,0,87,20,83,0,4,31,9,Fall,12484102.0
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,852,0,174006928.0,14,1,50.0,0,0.0,87,7.0,0,87,52,52,31,0,28,24,Fall,12484102.0
How Do I Say Goodbye,Dean Lewis,1,2163,15,284785823.0,72,97,58.0,0,154.0,82,8.0,0,40,39,64,21,0,7,7,Summer,2824820.0
Blind,SZA,1,1484,0,163284000.0,22,51,12.0,0,0.0,114,9.0,1,46,60,28,91,0,21,4,Winter,15736279.0
Die For You,Joji,1,1703,0,246390068.0,38,45,36.0,16,0.0,148,8.0,0,47,15,52,38,13,29,5,Fall,9087613.0
Doja,Central Cee,1,4169,44,482257456.0,57,44,183.0,1,11.0,140,6.0,0,91,97,57,38,0,40,29,Summer,4331047.0
Gatita,Bellakath,1,1054,0,168684524.0,9,0,15.0,0,1.0,101,7.0,0,90,76,81,15,24,33,6,Fall,359807.0
Rumble,"Skrillex, Flowdan, Fred again..",3,2849,0,78489819.0,39,45,27.0,0,1.0,140,1.0,1,81,6,84,5,23,6,6,Winter,12484102.0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,1602,0,195516622.0,12,22,12.0,0,2.0,88,7.0,1,49,24,66,19,0,18,29,Winter,12484102.0
Yonaguni,Bad Bunny,1,9644,28,1260594497.0,120,86,164.0,4,0.0,180,1.0,0,64,44,65,28,0,14,12,Summer,76681922.0
Super Freaky Girl,Nicki Minaj,1,4827,0,428685680.0,104,17,76.0,9,2.0,133,2.0,0,95,91,89,6,0,31,24,Summer,30067970.0
Running Up That Hill (A Deal With God),Kate Bush,1,21811,0,1024858327.0,117,1,676.0,3,0.0,108,10.0,1,63,20,55,72,0,6,6,Fall,1767231.0
Dream On,Aerosmith,1,168,0,838586769.0,0,0,5.0,0,0.0,80,5.0,1,39,24,43,39,0,23,3,Winter,13938674.0
Limbo,Freddie Dredd,1,688,0,199386237.0,14,1,17.0,0,2.0,75,11.0,1,80,46,62,3,6,11,46,Summer,1675649.0
Where Are You Now,"Lost Frequencies, Calum Scott",2,10565,44,972509632.0,238,122,557.0,17,58.0,121,6.0,1,67,26,64,52,0,17,10,Summer,12484102.0
WORTH NOTHING,"Twisted, Oliver Tree",2,1612,0,213438580.0,34,54,34.0,0,2.0,140,2.0,1,58,17,62,18,0,20,8,Fall,12484102.0
Bad Habits,Ed Sheeran,1,12755,8,1555511105.0,344,97,945.0,15,-1.0,126,11.0,1,81,59,90,5,0,36,3,Fall,115407525.0
KICK BACK,Kenshi Yonezu,1,574,4,210038833.0,38,101,26.0,0,0.0,102,1.0,0,58,29,94,0,0,9,11,Fall,5459177.0
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2499,0,227918678.0,70,0,49.0,0,0.0,82,9.0,0,70,31,34,60,1,11,4,Spring,891515.0
Good Days,SZA,1,10426,2,826623384.0,133,109,182.0,1,10.0,121,1.0,1,46,53,78,23,0,72,6,Winter,15736279.0
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,15894,8,1802514301.0,198,13,544.0,0,60.0,103,6.0,1,70,92,83,1,0,7,6,Spring,12484102.0
Woman,Doja Cat,1,9424,0,1329090101.0,202,50,463.0,4,-1.0,108,5.0,1,82,88,76,9,0,12,9,Summer,27270163.0
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,713,7,181831132.0,2,4,6.0,0,0.0,85,5.0,1,65,36,47,31,0,12,10,Fall,439754.0
Ferrari,"James Hype, Miggy Dela Rosa",2,7758,28,462791599.0,173,79,175.0,0,168.0,125,1.0,1,84,70,69,1,0,5,5,Spring,12484102.0
"You're On Your Own, Kid",Taylor Swift,1,2537,2,348647203.0,8,18,20.0,0,1.0,120,2.0,0,69,40,39,41,0,13,6,Fall,92699744.0
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,292,6,366599607.0,26,98,4.0,0,0.0,94,-1.0,0,58,44,57,57,0,10,3,Summer,12484102.0
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,323,0,90598517.0,4,0,14.0,0,0.0,130,6.0,1,65,49,80,22,4,7,5,Winter,12484102.0
Payphone,"Maroon 5, Wiz Khalifa",2,14143,4,1479264469.0,56,38,,1,-1.0,110,4.0,0,74,51,74,2,0,29,4,Winter,12484102.0
All I Want for Christmas Is You,Mariah Carey,1,25653,0,1449779435.0,387,132,,0,-1.0,150,7.0,0,34,33,63,16,0,7,4,Fall,9443976.0
Last Christmas,Wham!,1,22153,0,1159176109.0,274,111,,0,-1.0,107,11.0,1,74,88,65,28,0,46,3,Winter,2508053.0
Rockin' Around The Christmas Tree,Brenda Lee,1,14994,0,769213520.0,191,168,206.0,0,-1.0,140,8.0,0,70,85,41,71,0,45,5,Winter,337638.0
Jingle Bell Rock,Bobby Helms,1,10326,0,741301563.0,165,99,104.0,0,-1.0,119,2.0,0,74,78,37,84,0,6,3,Winter,33880.0
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿½,1,12353,0,807561936.0,35,0,549.0,0,0.0,93,4.0,0,35,38,23,91,0,29,3,Fall,12484102.0
Santa Tell Me,Ariana Grande,1,9408,0,834129063.0,231,106,439.0,0,-1.0,133,7.0,0,46,53,63,5,0,30,18,Winter,94886882.0
It's the Most Wonderful Time of the Year,Andy Williams,1,8879,0,663832097.0,182,107,160.0,0,1.0,202,7.0,0,24,76,60,77,0,12,4,Fall,511646.0
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,6512,0,446390129.0,88,1,277.0,0,0.0,134,1.0,0,45,72,24,91,0,18,4,Fall,1566616.0
Snowman,Sia,1,5140,0,690104769.0,85,110,500.0,0,-1.0,105,1.0,0,72,33,51,48,0,9,3,Winter,27229063.0
Underneath the Tree,Kelly Clarkson,1,6596,0,485285717.0,144,99,251.0,0,0.0,160,8.0,0,51,69,81,0,0,21,5,Fall,10251402.0
Feliz Navidad,Josï¿½ï¿½ Felic,1,3788,0,520034544.0,21,3,10.0,0,0.0,148,2.0,0,50,96,82,47,0,34,4,Fall,12484102.0
Holly Jolly Christmas,Michael Bublï¿½,1,7655,0,476244795.0,5,0,291.0,0,0.0,151,7.0,0,65,70,47,87,0,9,4,Fall,12484102.0
Mistletoe,Justin Bieber,1,9577,0,629173063.0,195,111,310.0,0,0.0,162,6.0,1,67,88,54,51,0,9,4,Winter,74643773.0
Sleigh Ride,The Ronettes,1,10114,0,404664135.0,114,74,262.0,0,0.0,92,2.0,0,53,84,77,40,0,32,3,Fall,263267.0
Seek & Destroy,SZA,1,1007,0,98709329.0,5,31,1.0,0,0.0,152,1.0,0,65,35,65,44,18,21,7,Winter,15736279.0
Love Language,SZA,1,1127,0,110849052.0,16,63,8.0,0,0.0,65,9.0,1,71,55,26,85,0,13,8,Winter,15736279.0
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,10829,0,460492795.0,130,1,390.0,0,0.0,147,2.0,0,33,39,61,32,0,77,3,Winter,12484102.0
Used (feat. Don Toliver),"SZA, Don Toliver",2,1042,0,94005786.0,7,29,3.0,0,0.0,150,10.0,1,73,71,69,53,0,32,9,Winter,12484102.0
A Holly Jolly Christmas - Single Version,Burl Ives,1,7930,0,395591396.0,108,120,73.0,0,0.0,140,-1.0,0,67,81,36,64,0,15,3,Winter,91721.0
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,11500,0,389771964.0,140,72,251.0,0,0.0,139,1.0,0,36,22,15,84,0,11,4,Fall,2134213.0
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1685,0,403939487.0,1,0,29.0,0,0.0,95,11.0,0,75,74,58,36,0,9,3,Fall,4589690.0
Do They Know It's Christmas? - 1984 Version,Band Aid,1,14169,0,481697415.0,209,30,449.0,0,0.0,115,-1.0,0,60,23,57,0,2,27,3,Fall,26876.0
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,1634,0,110073250.0,16,20,4.0,0,0.0,125,6.0,0,62,59,43,84,3,11,5,Winter,12484102.0
Special,SZA,1,906,0,88092256.0,6,21,3.0,0,0.0,76,-1.0,0,60,19,20,78,0,11,5,Winter,15736279.0
Merry Christmas Everyone,Shakin' Stevens,1,1087,0,351636786.0,90,35,5.0,0,0.0,101,1.0,1,72,91,87,14,0,13,3,Winter,137249.0
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,10585,0,473248298.0,126,108,406.0,0,0.0,143,2.0,0,60,86,32,88,0,34,6,Winter,12484102.0
SOS,SZA,1,827,0,73981293.0,6,18,1.0,0,0.0,119,7.0,1,51,51,66,67,0,9,23,Winter,15736279.0
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,1420,4,155653938.0,13,87,17.0,0,46.0,78,9.0,0,67,22,59,76,1,15,16,Winter,12484102.0
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,11940,0,395591396.0,73,79,123.0,0,0.0,96,9.0,0,23,19,25,91,0,40,3,Winter,12484102.0
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,888,0,429504768.0,50,0,6.0,0,0.0,180,9.0,0,51,87,58,36,0,18,4,Winter,959713.0
Christmas (Baby Please Come Home),Darlene Love,1,9122,0,242767149.0,121,58,212.0,0,0.0,126,3.0,0,34,35,76,39,0,8,5,Fall,53291.0
Gone Girl,SZA,1,892,0,65362788.0,3,17,2.0,0,0.0,150,5.0,0,43,42,44,57,0,15,6,Winter,15736279.0
F2F,SZA,1,989,0,67540165.0,5,9,1.0,0,0.0,90,2.0,0,53,47,74,9,0,34,4,Winter,15736279.0
Notice Me,SZA,1,819,0,62019074.0,14,22,0.0,0,0.0,160,5.0,0,72,78,68,28,0,11,12,Winter,15736279.0
Merry Christmas,"Ed Sheeran, Elton John",2,2209,0,135723538.0,72,90,141.0,0,0.0,114,-1.0,0,59,60,94,24,0,10,4,Fall,12484102.0
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,6290,0,295998468.0,89,39,158.0,0,0.0,113,7.0,0,73,72,32,77,0,15,5,Winter,12484102.0
My Only Wish (This Year),Britney Spears,1,6952,0,261116938.0,115,53,286.0,0,0.0,147,-1.0,0,67,69,72,17,0,19,3,Fall,13230327.0
Antidepresan,"Mabel Matiz, Mert Demir",2,313,2,136689549.0,10,6,7.0,1,9.0,100,11.0,1,70,92,59,3,0,10,3,Fall,12484102.0
Wild Flower (with youjeen),RM,1,353,2,135611421.0,2,74,14.0,0,2.0,155,8.0,0,49,42,77,3,0,12,9,Winter,15450115.0
I Hate U,SZA,1,4094,0,356709897.0,66,96,43.0,0,0.0,107,7.0,1,54,41,39,51,0,11,16,Winter,15736279.0
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,880,0,110649992.0,3,7,10.0,0,0.0,112,8.0,0,80,15,54,9,0,38,5,Winter,12484102.0
SPIT IN MY FACE!,ThxSoMch,1,573,0,301869854.0,1,0,18.0,0,24.0,166,1.0,0,70,57,57,9,20,11,7,Fall,305344.0
Deck The Hall - Remastered 1999,Nat King Cole,1,3299,0,127027715.0,65,39,41.0,0,0.0,107,6.0,1,69,96,36,81,0,8,4,Winter,2134213.0
Smoking on my Ex Pack,SZA,1,811,0,57144458.0,6,11,3.0,0,0.0,81,8.0,0,47,33,68,24,0,22,38,Winter,15736279.0
Conceited,SZA,1,899,0,56870689.0,2,14,2.0,0,0.0,150,1.0,0,79,77,46,5,0,11,7,Winter,15736279.0
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2415,0,323437194.0,33,57,30.0,0,11.0,110,9.0,0,66,19,32,69,0,12,4,Fall,12484102.0
Maroon,Taylor Swift,1,2304,0,317726339.0,12,16,14.0,0,0.0,108,7.0,0,64,4,40,6,0,10,6,Fall,92699744.0
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,1003,0,116144341.0,21,0,44.0,0,0.0,130,4.0,1,89,48,74,30,0,7,36,Fall,12484102.0
Bejeweled,Taylor Swift,1,2699,0,328207708.0,39,35,22.0,2,0.0,164,7.0,0,70,39,56,6,0,9,7,Fall,92699744.0
Tarot,"Bad Bunny, Jhay Cortez",2,2482,20,608228647.0,27,77,22.0,2,0.0,114,11.0,1,80,42,68,2,0,66,4,Spring,12484102.0
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2577,0,180577478.0,108,56,30.0,0,0.0,93,5.0,0,63,93,88,1,0,12,4,Fall,12484102.0
Desesperados,"Chencho Corleone, Rauw Alejandro",2,6821,34,809306935.0,83,58,128.0,7,0.0,90,1.0,1,87,51,69,36,0,9,8,Summer,12484102.0
Too Late,SZA,1,714,0,49262961.0,0,9,2.0,0,0.0,128,11.0,0,45,35,68,78,0,39,8,Winter,15736279.0
Party,"Bad Bunny, Rauw Alejandro",2,3185,4,614555082.0,38,64,37.0,3,36.0,97,9.0,0,83,47,80,2,0,24,9,Spring,12484102.0
Run Rudolph Run - Single Version,Chuck Berry,1,8612,0,245350949.0,120,30,52.0,0,1.0,152,7.0,1,69,94,71,79,0,7,8,Winter,1893907.0
Jingle Bells - Remastered 1999,Frank Sinatra,1,4326,0,178660459.0,32,3,65.0,0,0.0,175,8.0,0,51,94,34,73,0,10,5,Winter,6681492.0
Far,SZA,1,680,0,51641685.0,2,15,1.0,0,0.0,116,2.0,0,61,48,55,67,0,16,8,Winter,15736279.0
On Time (with John Legend),"John Legend, Metro Boomin",2,398,0,78139948.0,2,2,6.0,0,2.0,80,5.0,1,33,51,59,76,0,44,6,Winter,12484102.0
GATï¿½ï¿½,"Maldy, Karol G",2,3328,13,322336177.0,39,50,57.0,3,1.0,93,11.0,1,63,34,86,26,0,21,39,Summer,12484102.0
ï¿½ï¿½ï¿½abcdefu,Gayle,1,7215,0,1007612429.0,170,12,575.0,18,-1.0,122,4.0,0,70,42,54,30,0,37,5,Summer,122318.0
Sacrifice,The Weeknd,1,4440,0,326792833.0,81,77,133.0,0,-1.0,122,7.0,0,70,91,79,3,0,7,10,Winter,74524232.0
Is There Someone Else?,The Weeknd,1,2881,6,391251368.0,13,89,34.0,0,3.0,135,9.0,1,70,60,58,4,0,16,3,Winter,74524232.0
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2235,0,349585590.0,65,7,70.0,16,6.0,109,5.0,0,60,45,47,62,0,31,5,Winter,1218319.0
